Project Name,Name,Description,Ontology Description,Scenario,Competency Question,SPARQL Query,Dataset,Link
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How many times have I killed someone in a game?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How many goals did I score in FIFA 15?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,What is the most common level in the game where players stop playing?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How big percentage of players have made a certain decision in the game?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How big percentage of players skip the cutscenes?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How many players mute the game music?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,"After gaining an item in the game, how many players use it?",,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How many times players have died in a level?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How big percentage of players use the item in question in other linked games?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,How many players have moved from game to another when they have seen a linked commercial?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,What is the first action done by the player after an event?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,What is the most crafted item in the game?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
Video Game Ontology,Video Game,,"messages=[
                    {""role"": ""system"", ""content"": ""You are an ontology engineer working on a project to develop a new ontology in the video game domain. Your task is to generate competency questions based on the given ontology schema stored in RDF format. A competency question (CQ) is a question that can be answered using the knowledge represented in an ontology. Competency questions are used in requirement engineering to determine the scope and coverage of an ontology and to evaluate its effectiveness. Competency questions are formulated in natural language and are used to test the ontology's ability to provide answers to specific queries. ""},
                    {""role"": ""user"", ""content"": ""Below are some examples of ontology schema-based competency question generation, derived from a simple vocabulary for describing game-related concepts. This ontology defines terms for representing equipment, skills, and game mechanics, as well as providing support for describing player attributes, in-game interactions, and hierarchical relationships between game elements.\n\n""
                                                
                    ""Ontology URI: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Sword\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Weapons\n""
                    ""Generated question: What are the weapons in the game?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#HorseArchery\n""
                    ""Predicate:  http://www.w3.org/2000/01/rdf-schema#subClassOf\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#PersonalSkill\n""
                    ""Generated question: What kind of skill is horse archery?\n\n""
                                                
                    ""Subject: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#hasEquipment\n""
                    ""Predicate: http://www.w3.org/2000/01/rdf-schema#domain\n""
                    ""Object: http://www.semanticweb.org/gatsinski/ontologies/2019/0/game-ontology#Player\n""
                    ""Generated question: What player can have the equipment?\n\n""
                                                
                    ""Now, given the ontology triple below, please generate one or more relevant competency questions:\n""
                    f""Subject: {subject}\n""
                    f""Predicate: {predicate}\n""
                    f""Object: {object_}""}
                ],",,What is the location in map where the players die the most?,,,https://raw.githubusercontent.com/dgarijo/VideoGameOntology/refs/heads/master/GameOntologyv3.owl
